record_id,employee_id,cycle_year,score,rating_band,objectives_met_pct,reviewer_id
PERF-00368,MOEI-10135,2023,69,Partially Meets,65,MOEI-10071
PERF-00369,MOEI-10135,2024,77,Meets Expectations,84,MOEI-10071
PERF-00370,MOEI-10135,2025,70,Meets Expectations,75,MOEI-10071
PERF-00371,MOEI-10136,2023,61,Partially Meets,64,MOEI-10222
PERF-00372,MOEI-10136,2024,58,Below Expectations,56,MOEI-10222
PERF-00373,MOEI-10136,2025,66,Partially Meets,67,MOEI-10222
PERF-00374,MOEI-10137,2023,81,Meets Expectations,76,MOEI-10150
PERF-00375,MOEI-10137,2024,76,Meets Expectations,71,MOEI-10150
PERF-00376,MOEI-10137,2025,81,Meets Expectations,79,MOEI-10150
PERF-00377,MOEI-10138,2024,91,Exceeds Expectations,94,MOEI-10158
PERF-00378,MOEI-10138,2025,91,Exceeds Expectations,98,MOEI-10158
PERF-00379,MOEI-10139,2023,79,Meets Expectations,82,MOEI-10246
PERF-00380,MOEI-10139,2024,71,Meets Expectations,59,MOEI-10246
PERF-00381,MOEI-10139,2025,69,Partially Meets,66,MOEI-10246
PERF-00382,MOEI-10140,2023,85,Exceeds Expectations,86,MOEI-10255
PERF-00383,MOEI-10140,2024,73,Meets Expectations,62,MOEI-10255
PERF-00384,MOEI-10140,2025,78,Meets Expectations,76,MOEI-10255
PERF-00385,MOEI-10141,2024,79,Meets Expectations,88,MOEI-10188
PERF-00386,MOEI-10141,2025,81,Meets Expectations,79,MOEI-10188
PERF-00387,MOEI-10142,2023,69,Partially Meets,74,MOEI-10208
PERF-00388,MOEI-10142,2024,78,Meets Expectations,79,MOEI-10208
PERF-00389,MOEI-10142,2025,78,Meets Expectations,84,MOEI-10208
PERF-00390,MOEI-10143,2023,79,Meets Expectations,79,MOEI-10137
PERF-00391,MOEI-10143,2024,85,Exceeds Expectations,83,MOEI-10137
PERF-00392,MOEI-10143,2025,80,Meets Expectations,80,MOEI-10137
PERF-00393,MOEI-10144,2023,55,Below Expectations,52,MOEI-10137
PERF-00394,MOEI-10144,2024,65,Partially Meets,71,MOEI-10137
PERF-00395,MOEI-10144,2025,61,Partially Meets,60,MOEI-10137
PERF-00396,MOEI-10145,2023,91,Exceeds Expectations,89,MOEI-10030
PERF-00397,MOEI-10145,2024,88,Exceeds Expectations,94,MOEI-10030
PERF-00398,MOEI-10145,2025,81,Meets Expectations,75,MOEI-10030
PERF-00399,MOEI-10146,2023,64,Partially Meets,61,MOEI-10213
PERF-00400,MOEI-10146,2024,63,Partially Meets,59,MOEI-10213
PERF-00401,MOEI-10146,2025,69,Partially Meets,70,MOEI-10213
PERF-00402,MOEI-10147,2023,90,Exceeds Expectations,89,MOEI-10115
PERF-00403,MOEI-10147,2024,87,Exceeds Expectations,90,MOEI-10115
PERF-00404,MOEI-10147,2025,80,Meets Expectations,76,MOEI-10115
PERF-00405,MOEI-10148,2023,93,Exceeds Expectations,93,MOEI-10003
PERF-00406,MOEI-10148,2024,88,Exceeds Expectations,86,MOEI-10003
PERF-00407,MOEI-10148,2025,88,Exceeds Expectations,88,MOEI-10003
PERF-00408,MOEI-10149,2024,77,Meets Expectations,81,MOEI-10044
PERF-00409,MOEI-10149,2025,74,Meets Expectations,68,MOEI-10044
PERF-00410,MOEI-10150,2023,80,Meets Expectations,81,MOEI-10220
PERF-00411,MOEI-10150,2024,81,Meets Expectations,76,MOEI-10220
PERF-00412,MOEI-10150,2025,79,Meets Expectations,81,MOEI-10220
PERF-00413,MOEI-10151,2023,71,Meets Expectations,72,MOEI-10003
PERF-00414,MOEI-10151,2024,61,Partially Meets,63,MOEI-10003
PERF-00415,MOEI-10151,2025,64,Partially Meets,62,MOEI-10003
PERF-00416,MOEI-10152,2023,69,Partially Meets,70,MOEI-10159
PERF-00417,MOEI-10152,2024,70,Meets Expectations,68,MOEI-10159
PERF-00418,MOEI-10152,2025,78,Meets Expectations,75,MOEI-10159
PERF-00419,MOEI-10153,2023,69,Partially Meets,66,MOEI-10236
PERF-00420,MOEI-10153,2024,72,Meets Expectations,72,MOEI-10236
PERF-00421,MOEI-10153,2025,68,Partially Meets,67,MOEI-10236
PERF-00422,MOEI-10154,2023,83,Meets Expectations,81,MOEI-10232
PERF-00423,MOEI-10154,2024,75,Meets Expectations,75,MOEI-10232
PERF-00424,MOEI-10154,2025,83,Meets Expectations,78,MOEI-10232
PERF-00425,MOEI-10155,2023,73,Meets Expectations,81,MOEI-10012
PERF-00426,MOEI-10155,2024,80,Meets Expectations,79,MOEI-10012
PERF-00427,MOEI-10155,2025,77,Meets Expectations,72,MOEI-10012
PERF-00428,MOEI-10156,2023,80,Meets Expectations,88,MOEI-10245
PERF-00429,MOEI-10156,2024,90,Exceeds Expectations,95,MOEI-10245
PERF-00430,MOEI-10156,2025,90,Exceeds Expectations,93,MOEI-10245
PERF-00431,MOEI-10157,2023,95,Exceptional,86,MOEI-10169
PERF-00432,MOEI-10157,2024,97,Exceptional,100,MOEI-10169
PERF-00433,MOEI-10157,2025,92,Exceeds Expectations,100,MOEI-10169
PERF-00434,MOEI-10158,2023,64,Partially Meets,69,MOEI-10057
PERF-00435,MOEI-10158,2024,63,Partially Meets,63,MOEI-10057
PERF-00436,MOEI-10158,2025,57,Below Expectations,62,MOEI-10057
PERF-00437,MOEI-10159,2023,73,Meets Expectations,69,MOEI-10237
PERF-00438,MOEI-10159,2024,72,Meets Expectations,78,MOEI-10237
PERF-00439,MOEI-10159,2025,83,Meets Expectations,86,MOEI-10237
PERF-00440,MOEI-10160,2023,68,Partially Meets,65,MOEI-10237
PERF-00441,MOEI-10160,2024,67,Partially Meets,74,MOEI-10237
PERF-00442,MOEI-10160,2025,63,Partially Meets,63,MOEI-10237
PERF-00443,MOEI-10161,2023,77,Meets Expectations,73,MOEI-10056
PERF-00444,MOEI-10161,2024,81,Meets Expectations,84,MOEI-10056
PERF-00445,MOEI-10161,2025,85,Exceeds Expectations,91,MOEI-10056
PERF-00446,MOEI-10162,2024,78,Meets Expectations,79,MOEI-10252
PERF-00447,MOEI-10162,2025,74,Meets Expectations,70,MOEI-10252
PERF-00448,MOEI-10163,2023,73,Meets Expectations,74,MOEI-10033
PERF-00449,MOEI-10163,2024,75,Meets Expectations,78,MOEI-10033
PERF-00450,MOEI-10163,2025,83,Meets Expectations,75,MOEI-10033
PERF-00451,MOEI-10164,2023,72,Meets Expectations,67,MOEI-10010
PERF-00452,MOEI-10164,2024,68,Partially Meets,68,MOEI-10010
PERF-00453,MOEI-10164,2025,71,Meets Expectations,72,MOEI-10010
PERF-00454,MOEI-10165,2023,100,Exceptional,91,MOEI-10255
PERF-00455,MOEI-10165,2024,100,Exceptional,94,MOEI-10255
PERF-00456,MOEI-10165,2025,100,Exceptional,100,MOEI-10255
PERF-00457,MOEI-10166,2023,74,Meets Expectations,78,MOEI-10003
PERF-00458,MOEI-10166,2024,70,Meets Expectations,66,MOEI-10003
PERF-00459,MOEI-10166,2025,74,Meets Expectations,72,MOEI-10003
PERF-00460,MOEI-10167,2023,71,Meets Expectations,75,MOEI-10252
PERF-00461,MOEI-10167,2024,70,Meets Expectations,66,MOEI-10252
PERF-00462,MOEI-10167,2025,74,Meets Expectations,64,MOEI-10252
PERF-00463,MOEI-10168,2023,72,Meets Expectations,74,MOEI-10247
PERF-00464,MOEI-10168,2024,75,Meets Expectations,74,MOEI-10247
PERF-00465,MOEI-10168,2025,76,Meets Expectations,83,MOEI-10247
PERF-00466,MOEI-10170,2023,73,Meets Expectations,82,MOEI-10015
PERF-00467,MOEI-10170,2024,72,Meets Expectations,72,MOEI-10015
PERF-00468,MOEI-10170,2025,68,Partially Meets,66,MOEI-10015
PERF-00469,MOEI-10171,2023,61,Partially Meets,55,MOEI-10164
PERF-00470,MOEI-10171,2024,61,Partially Meets,54,MOEI-10164
PERF-00471,MOEI-10171,2025,60,Partially Meets,56,MOEI-10164
PERF-00472,MOEI-10172,2023,91,Exceeds Expectations,94,MOEI-10130
PERF-00473,MOEI-10172,2024,94,Exceeds Expectations,97,MOEI-10130
PERF-00474,MOEI-10172,2025,93,Exceeds Expectations,100,MOEI-10130
PERF-00475,MOEI-10173,2023,83,Meets Expectations,88,MOEI-10064
PERF-00476,MOEI-10173,2024,82,Meets Expectations,85,MOEI-10064
PERF-00477,MOEI-10173,2025,74,Meets Expectations,66,MOEI-10064
PERF-00478,MOEI-10174,2023,73,Meets Expectations,77,MOEI-10097
PERF-00479,MOEI-10174,2024,72,Meets Expectations,70,MOEI-10097
PERF-00480,MOEI-10174,2025,76,Meets Expectations,74,MOEI-10097
PERF-00481,MOEI-10175,2023,57,Below Expectations,64,MOEI-10245
PERF-00482,MOEI-10175,2024,60,Partially Meets,65,MOEI-10245
PERF-00483,MOEI-10175,2025,59,Below Expectations,63,MOEI-10245
PERF-00484,MOEI-10176,2023,68,Partially Meets,73,MOEI-10237
PERF-00485,MOEI-10176,2024,73,Meets Expectations,69,MOEI-10237
PERF-00486,MOEI-10176,2025,73,Meets Expectations,73,MOEI-10237
PERF-00487,MOEI-10177,2023,89,Exceeds Expectations,88,MOEI-10226
PERF-00488,MOEI-10177,2024,87,Exceeds Expectations,80,MOEI-10226
PERF-00489,MOEI-10177,2025,89,Exceeds Expectations,94,MOEI-10226
PERF-00490,MOEI-10178,2023,81,Meets Expectations,84,MOEI-10141
PERF-00491,MOEI-10178,2024,82,Meets Expectations,79,MOEI-10141
PERF-00492,MOEI-10178,2025,77,Meets Expectations,73,MOEI-10141
PERF-00493,MOEI-10179,2023,63,Partially Meets,64,MOEI-10134
PERF-00494,MOEI-10179,2024,71,Meets Expectations,68,MOEI-10134
PERF-00495,MOEI-10179,2025,71,Meets Expectations,75,MOEI-10134
PERF-00496,MOEI-10180,2025,75,Meets Expectations,80,MOEI-10154
PERF-00497,MOEI-10181,2023,73,Meets Expectations,76,MOEI-10204
PERF-00498,MOEI-10181,2024,79,Meets Expectations,78,MOEI-10204
PERF-00499,MOEI-10181,2025,71,Meets Expectations,77,MOEI-10204
PERF-00500,MOEI-10182,2023,65,Partially Meets,60,MOEI-10148
PERF-00501,MOEI-10182,2024,59,Below Expectations,60,MOEI-10148
PERF-00502,MOEI-10182,2025,69,Partially Meets,72,MOEI-10148
PERF-00503,MOEI-10183,2023,93,Exceeds Expectations,86,MOEI-10042
PERF-00504,MOEI-10183,2024,98,Exceptional,100,MOEI-10042
PERF-00505,MOEI-10183,2025,93,Exceeds Expectations,77,MOEI-10042
PERF-00506,MOEI-10184,2023,71,Meets Expectations,75,MOEI-10129
PERF-00507,MOEI-10184,2024,74,Meets Expectations,83,MOEI-10129
PERF-00508,MOEI-10184,2025,80,Meets Expectations,81,MOEI-10129
PERF-00509,MOEI-10185,2023,82,Meets Expectations,79,MOEI-10214
PERF-00510,MOEI-10185,2024,89,Exceeds Expectations,87,MOEI-10214
PERF-00511,MOEI-10185,2025,90,Exceeds Expectations,91,MOEI-10214
PERF-00512,MOEI-10186,2023,90,Exceeds Expectations,88,MOEI-10229
PERF-00513,MOEI-10186,2024,93,Exceeds Expectations,90,MOEI-10229
PERF-00514,MOEI-10186,2025,85,Exceeds Expectations,91,MOEI-10229
PERF-00515,MOEI-10187,2023,68,Partially Meets,68,MOEI-10102
PERF-00516,MOEI-10187,2024,72,Meets Expectations,75,MOEI-10102
PERF-00517,MOEI-10187,2025,69,Partially Meets,59,MOEI-10102
PERF-00518,MOEI-10188,2023,64,Partially Meets,61,MOEI-10028
PERF-00519,MOEI-10188,2024,66,Partially Meets,59,MOEI-10028
PERF-00520,MOEI-10188,2025,68,Partially Meets,68,MOEI-10028
PERF-00521,MOEI-10189,2023,73,Meets Expectations,75,MOEI-10089
PERF-00522,MOEI-10189,2024,73,Meets Expectations,79,MOEI-10089
PERF-00523,MOEI-10189,2025,71,Meets Expectations,72,MOEI-10089
PERF-00524,MOEI-10190,2023,88,Exceeds Expectations,87,MOEI-10010
PERF-00525,MOEI-10190,2024,89,Exceeds Expectations,84,MOEI-10010
PERF-00526,MOEI-10190,2025,88,Exceeds Expectations,89,MOEI-10010
PERF-00527,MOEI-10191,2025,70,Meets Expectations,66,MOEI-10244
PERF-00528,MOEI-10192,2023,82,Meets Expectations,84,MOEI-10212
PERF-00529,MOEI-10192,2024,72,Meets Expectations,75,MOEI-10212
PERF-00530,MOEI-10192,2025,71,Meets Expectations,67,MOEI-10212
PERF-00531,MOEI-10193,2023,91,Exceeds Expectations,92,MOEI-10150
PERF-00532,MOEI-10193,2024,97,Exceptional,100,MOEI-10150
PERF-00533,MOEI-10193,2025,97,Exceptional,98,MOEI-10150
PERF-00534,MOEI-10194,2023,87,Exceeds Expectations,87,MOEI-10022
PERF-00535,MOEI-10194,2024,83,Meets Expectations,87,MOEI-10022
PERF-00536,MOEI-10194,2025,88,Exceeds Expectations,80,MOEI-10022
PERF-00537,MOEI-10195,2025,78,Meets Expectations,84,MOEI-10057
PERF-00538,MOEI-10196,2023,72,Meets Expectations,79,MOEI-10257
PERF-00539,MOEI-10196,2024,78,Meets Expectations,72,MOEI-10257
PERF-00540,MOEI-10196,2025,83,Meets Expectations,89,MOEI-10257
PERF-00541,MOEI-10197,2023,79,Meets Expectations,81,MOEI-10248
PERF-00542,MOEI-10197,2024,80,Meets Expectations,86,MOEI-10248
PERF-00543,MOEI-10197,2025,86,Exceeds Expectations,86,MOEI-10248
PERF-00544,MOEI-10198,2023,87,Exceeds Expectations,92,MOEI-10029
PERF-00545,MOEI-10198,2024,88,Exceeds Expectations,88,MOEI-10029
PERF-00546,MOEI-10198,2025,89,Exceeds Expectations,90,MOEI-10029
PERF-00547,MOEI-10199,2023,65,Partially Meets,70,MOEI-10035
PERF-00548,MOEI-10199,2024,71,Meets Expectations,69,MOEI-10035
PERF-00549,MOEI-10199,2025,79,Meets Expectations,83,MOEI-10035
PERF-00550,MOEI-10200,2023,88,Exceeds Expectations,88,MOEI-10129
PERF-00551,MOEI-10200,2024,91,Exceeds Expectations,90,MOEI-10129
PERF-00552,MOEI-10200,2025,90,Exceeds Expectations,88,MOEI-10129
PERF-00553,MOEI-10201,2023,77,Meets Expectations,83,MOEI-10087
PERF-00554,MOEI-10201,2024,77,Meets Expectations,82,MOEI-10087
PERF-00555,MOEI-10201,2025,76,Meets Expectations,81,MOEI-10087
PERF-00556,MOEI-10202,2023,73,Meets Expectations,72,MOEI-10224
PERF-00557,MOEI-10202,2024,74,Meets Expectations,67,MOEI-10224
PERF-00558,MOEI-10202,2025,72,Meets Expectations,74,MOEI-10224
PERF-00559,MOEI-10203,2023,73,Meets Expectations,71,MOEI-10075
PERF-00560,MOEI-10203,2024,66,Partially Meets,65,MOEI-10075
PERF-00561,MOEI-10203,2025,66,Partially Meets,62,MOEI-10075
PERF-00562,MOEI-10204,2023,84,Meets Expectations,78,MOEI-10053
PERF-00563,MOEI-10204,2024,81,Meets Expectations,80,MOEI-10053
PERF-00564,MOEI-10204,2025,84,Meets Expectations,78,MOEI-10053
PERF-00565,MOEI-10205,2023,80,Meets Expectations,82,MOEI-10084
PERF-00566,MOEI-10205,2024,76,Meets Expectations,71,MOEI-10084
PERF-00567,MOEI-10205,2025,84,Meets Expectations,80,MOEI-10084
PERF-00568,MOEI-10206,2023,85,Exceeds Expectations,85,MOEI-10155
PERF-00569,MOEI-10206,2024,85,Exceeds Expectations,85,MOEI-10155
PERF-00570,MOEI-10206,2025,90,Exceeds Expectations,87,MOEI-10155
PERF-00571,MOEI-10207,2023,85,Exceeds Expectations,88,MOEI-10148
PERF-00572,MOEI-10207,2024,80,Meets Expectations,85,MOEI-10148
PERF-00573,MOEI-10207,2025,84,Meets Expectations,97,MOEI-10148
PERF-00574,MOEI-10208,2024,59,Below Expectations,51,MOEI-10057
PERF-00575,MOEI-10208,2025,53,Below Expectations,60,MOEI-10057
PERF-00576,MOEI-10209,2023,80,Meets Expectations,79,MOEI-10182
PERF-00577,MOEI-10209,2024,82,Meets Expectations,87,MOEI-10182
PERF-00578,MOEI-10209,2025,76,Meets Expectations,80,MOEI-10182
PERF-00579,MOEI-10210,2023,85,Exceeds Expectations,83,MOEI-10042
PERF-00580,MOEI-10210,2024,78,Meets Expectations,75,MOEI-10042
PERF-00581,MOEI-10210,2025,80,Meets Expectations,82,MOEI-10042
PERF-00582,MOEI-10211,2023,64,Partially Meets,69,MOEI-10220
PERF-00583,MOEI-10211,2024,67,Partially Meets,69,MOEI-10220
PERF-00584,MOEI-10211,2025,59,Below Expectations,56,MOEI-10220
PERF-00585,MOEI-10212,2023,78,Meets Expectations,76,MOEI-10176
PERF-00586,MOEI-10212,2024,76,Meets Expectations,86,MOEI-10176
PERF-00587,MOEI-10212,2025,90,Exceeds Expectations,92,MOEI-10176
PERF-00588,MOEI-10213,2023,83,Meets Expectations,78,MOEI-10035
PERF-00589,MOEI-10213,2024,73,Meets Expectations,78,MOEI-10035
PERF-00590,MOEI-10213,2025,77,Meets Expectations,76,MOEI-10035
PERF-00591,MOEI-10214,2023,75,Meets Expectations,73,MOEI-10134
PERF-00592,MOEI-10214,2024,61,Partially Meets,64,MOEI-10134
PERF-00593,MOEI-10214,2025,65,Partially Meets,60,MOEI-10134
PERF-00594,MOEI-10215,2023,88,Exceeds Expectations,83,MOEI-10075
PERF-00595,MOEI-10215,2024,84,Meets Expectations,82,MOEI-10075
PERF-00596,MOEI-10215,2025,81,Meets Expectations,78,MOEI-10075
PERF-00597,MOEI-10216,2023,88,Exceeds Expectations,84,MOEI-10005
PERF-00598,MOEI-10216,2024,80,Meets Expectations,76,MOEI-10005
PERF-00599,MOEI-10216,2025,80,Meets Expectations,80,MOEI-10005
PERF-00600,MOEI-10217,2023,85,Exceeds Expectations,90,MOEI-10042
PERF-00601,MOEI-10217,2024,84,Meets Expectations,84,MOEI-10042
PERF-00602,MOEI-10217,2025,84,Meets Expectations,79,MOEI-10042
PERF-00603,MOEI-10218,2023,69,Partially Meets,66,MOEI-10237
PERF-00604,MOEI-10218,2024,63,Partially Meets,63,MOEI-10237
PERF-00605,MOEI-10218,2025,64,Partially Meets,64,MOEI-10237
PERF-00606,MOEI-10219,2023,73,Meets Expectations,78,MOEI-10089
PERF-00607,MOEI-10219,2024,73,Meets Expectations,58,MOEI-10089
PERF-00608,MOEI-10219,2025,74,Meets Expectations,72,MOEI-10089
PERF-00609,MOEI-10220,2023,94,Exceeds Expectations,97,
PERF-00610,MOEI-10220,2024,96,Exceptional,93,
PERF-00611,MOEI-10220,2025,100,Exceptional,100,
PERF-00612,MOEI-10221,2023,97,Exceptional,93,MOEI-10057
PERF-00613,MOEI-10221,2024,98,Exceptional,91,MOEI-10057
PERF-00614,MOEI-10221,2025,92,Exceeds Expectations,86,MOEI-10057
PERF-00615,MOEI-10222,2023,74,Meets Expectations,67,MOEI-10226
PERF-00616,MOEI-10222,2024,65,Partially Meets,64,MOEI-10226
PERF-00617,MOEI-10222,2025,70,Meets Expectations,68,MOEI-10226
PERF-00618,MOEI-10223,2023,86,Exceeds Expectations,79,MOEI-10155
PERF-00619,MOEI-10223,2024,90,Exceeds Expectations,84,MOEI-10155
PERF-00620,MOEI-10223,2025,85,Exceeds Expectations,83,MOEI-10155
PERF-00621,MOEI-10224,2023,72,Meets Expectations,76,MOEI-10077
PERF-00622,MOEI-10224,2024,71,Meets Expectations,79,MOEI-10077
PERF-00623,MOEI-10224,2025,69,Partially Meets,70,MOEI-10077
PERF-00624,MOEI-10225,2023,66,Partially Meets,65,MOEI-10251
PERF-00625,MOEI-10225,2024,70,Meets Expectations,65,MOEI-10251
PERF-00626,MOEI-10225,2025,67,Partially Meets,64,MOEI-10251
PERF-00627,MOEI-10226,2023,50,Below Expectations,47,MOEI-10042
PERF-00628,MOEI-10226,2024,47,Below Expectations,49,MOEI-10042
PERF-00629,MOEI-10226,2025,53,Below Expectations,59,MOEI-10042
PERF-00630,MOEI-10227,2023,71,Meets Expectations,67,MOEI-10182
PERF-00631,MOEI-10227,2024,75,Meets Expectations,71,MOEI-10182
PERF-00632,MOEI-10227,2025,66,Partially Meets,68,MOEI-10182
PERF-00633,MOEI-10228,2023,63,Partially Meets,64,MOEI-10083
PERF-00634,MOEI-10228,2024,58,Below Expectations,59,MOEI-10083
PERF-00635,MOEI-10228,2025,58,Below Expectations,57,MOEI-10083
PERF-00636,MOEI-10229,2023,74,Meets Expectations,78,MOEI-10259
PERF-00637,MOEI-10229,2024,77,Meets Expectations,70,MOEI-10259
PERF-00638,MOEI-10229,2025,83,Meets Expectations,88,MOEI-10259
PERF-00639,MOEI-10230,2023,68,Partially Meets,65,MOEI-10159
PERF-00640,MOEI-10230,2024,71,Meets Expectations,68,MOEI-10159
PERF-00641,MOEI-10230,2025,68,Partially Meets,62,MOEI-10159
PERF-00642,MOEI-10231,2023,91,Exceeds Expectations,93,MOEI-10056
PERF-00643,MOEI-10231,2024,97,Exceptional,98,MOEI-10056
PERF-00644,MOEI-10231,2025,98,Exceptional,100,MOEI-10056
PERF-00645,MOEI-10232,2023,80,Meets Expectations,83,MOEI-10010
PERF-00646,MOEI-10232,2024,71,Meets Expectations,81,MOEI-10010
PERF-00647,MOEI-10232,2025,76,Meets Expectations,76,MOEI-10010
PERF-00648,MOEI-10233,2023,83,Meets Expectations,83,MOEI-10027
PERF-00649,MOEI-10233,2024,92,Exceeds Expectations,95,MOEI-10027
PERF-00650,MOEI-10233,2025,88,Exceeds Expectations,94,MOEI-10027
PERF-00651,MOEI-10234,2023,64,Partially Meets,64,MOEI-10016
PERF-00652,MOEI-10234,2024,66,Partially Meets,70,MOEI-10016
PERF-00653,MOEI-10234,2025,72,Meets Expectations,81,MOEI-10016
PERF-00654,MOEI-10235,2023,76,Meets Expectations,67,MOEI-10019
PERF-00655,MOEI-10235,2024,77,Meets Expectations,87,MOEI-10019
PERF-00656,MOEI-10235,2025,83,Meets Expectations,84,MOEI-10019
PERF-00657,MOEI-10236,2023,87,Exceeds Expectations,81,MOEI-10189
PERF-00658,MOEI-10236,2024,77,Meets Expectations,69,MOEI-10189
PERF-00659,MOEI-10236,2025,77,Meets Expectations,79,MOEI-10189
PERF-00660,MOEI-10237,2023,76,Meets Expectations,70,
PERF-00661,MOEI-10237,2024,87,Exceeds Expectations,89,
PERF-00662,MOEI-10237,2025,82,Meets Expectations,85,
PERF-00663,MOEI-10240,2023,67,Partially Meets,72,MOEI-10230
PERF-00664,MOEI-10240,2024,73,Meets Expectations,72,MOEI-10230
PERF-00665,MOEI-10240,2025,73,Meets Expectations,65,MOEI-10230
PERF-00666,MOEI-10241,2024,72,Meets Expectations,70,MOEI-10161
PERF-00667,MOEI-10241,2025,73,Meets Expectations,66,MOEI-10161
PERF-00668,MOEI-10242,2023,86,Exceeds Expectations,75,MOEI-10245
PERF-00669,MOEI-10242,2024,92,Exceeds Expectations,91,MOEI-10245
PERF-00670,MOEI-10242,2025,86,Exceeds Expectations,83,MOEI-10245
PERF-00671,MOEI-10243,2023,45,Below Expectations,43,MOEI-10134
PERF-00672,MOEI-10243,2024,48,Below Expectations,42,MOEI-10134
PERF-00673,MOEI-10243,2025,45,Below Expectations,41,MOEI-10134
PERF-00674,MOEI-10244,2023,70,Meets Expectations,76,MOEI-10107
PERF-00675,MOEI-10244,2024,65,Partially Meets,51,MOEI-10107
PERF-00676,MOEI-10244,2025,69,Partially Meets,69,MOEI-10107
PERF-00677,MOEI-10245,2023,71,Meets Expectations,76,MOEI-10057
PERF-00678,MOEI-10245,2024,66,Partially Meets,71,MOEI-10057
PERF-00679,MOEI-10245,2025,72,Meets Expectations,68,MOEI-10057
PERF-00680,MOEI-10246,2023,85,Exceeds Expectations,84,MOEI-10071
PERF-00681,MOEI-10246,2024,86,Exceeds Expectations,89,MOEI-10071
PERF-00682,MOEI-10246,2025,86,Exceeds Expectations,81,MOEI-10071
PERF-00683,MOEI-10247,2023,67,Partially Meets,74,MOEI-10042
PERF-00684,MOEI-10247,2024,68,Partially Meets,63,MOEI-10042
PERF-00685,MOEI-10247,2025,73,Meets Expectations,72,MOEI-10042
PERF-00686,MOEI-10248,2023,76,Meets Expectations,79,MOEI-10078
PERF-00687,MOEI-10248,2024,71,Meets Expectations,77,MOEI-10078
PERF-00688,MOEI-10248,2025,80,Meets Expectations,75,MOEI-10078
PERF-00689,MOEI-10249,2025,66,Partially Meets,58,MOEI-10064
PERF-00690,MOEI-10250,2023,58,Below Expectations,56,MOEI-10034
PERF-00691,MOEI-10250,2024,63,Partially Meets,57,MOEI-10034
PERF-00692,MOEI-10250,2025,62,Partially Meets,52,MOEI-10034
PERF-00693,MOEI-10251,2023,80,Meets Expectations,85,MOEI-10087
PERF-00694,MOEI-10251,2024,83,Meets Expectations,90,MOEI-10087
PERF-00695,MOEI-10251,2025,84,Meets Expectations,74,MOEI-10087
PERF-00696,MOEI-10253,2023,94,Exceeds Expectations,95,MOEI-10245
PERF-00697,MOEI-10253,2024,100,Exceptional,99,MOEI-10245
PERF-00698,MOEI-10253,2025,97,Exceptional,91,MOEI-10245
PERF-00699,MOEI-10254,2023,70,Meets Expectations,75,MOEI-10194
PERF-00700,MOEI-10254,2024,61,Partially Meets,59,MOEI-10194
PERF-00701,MOEI-10254,2025,63,Partially Meets,68,MOEI-10194
PERF-00702,MOEI-10255,2023,74,Meets Expectations,74,MOEI-10044
PERF-00703,MOEI-10255,2024,68,Partially Meets,71,MOEI-10044
PERF-00704,MOEI-10255,2025,78,Meets Expectations,82,MOEI-10044
PERF-00705,MOEI-10256,2023,92,Exceeds Expectations,93,MOEI-10012
PERF-00706,MOEI-10256,2024,79,Meets Expectations,77,MOEI-10012
PERF-00707,MOEI-10256,2025,88,Exceeds Expectations,82,MOEI-10012
PERF-00708,MOEI-10257,2023,80,Meets Expectations,90,MOEI-10150
PERF-00709,MOEI-10257,2024,76,Meets Expectations,69,MOEI-10150
PERF-00710,MOEI-10257,2025,77,Meets Expectations,74,MOEI-10150
PERF-00711,MOEI-10258,2023,82,Meets Expectations,88,MOEI-10042
PERF-00712,MOEI-10258,2024,85,Exceeds Expectations,90,MOEI-10042
PERF-00713,MOEI-10258,2025,92,Exceeds Expectations,84,MOEI-10042
PERF-00714,MOEI-10259,2023,69,Partially Meets,75,MOEI-10012
PERF-00715,MOEI-10259,2024,66,Partially Meets,64,MOEI-10012
PERF-00716,MOEI-10259,2025,68,Partially Meets,66,MOEI-10012
PERF-00717,MOEI-10260,2023,70,Meets Expectations,69,MOEI-10015
PERF-00718,MOEI-10260,2024,74,Meets Expectations,80,MOEI-10015
PERF-00719,MOEI-10260,2025,73,Meets Expectations,82,MOEI-10015
